id,question
4b10b5b9,Where are the safest ATMs to use in Cairo?
4b10b5b9,Which banks in Cairo handle currency exchange?
4b10b5b9,Can I use travellers cheques in Cairo?
4b10b5b9,Are there Citibank branches in Cairo?
4b10b5b9,What are the common places to find ATMs in downtown Cairo?
ebc1f7f3,What is the significance of Al-Azhar Mosque in Islamic thought?
ebc1f7f3,Which notable institution is housed within Al-Azhar Mosque?
ebc1f7f3,Is Al-Azhar Mosque known for its educational heritage?
ebc1f7f3,What is the historical importance of the university at Al-Azhar Mosque?
ebc1f7f3,Can you confirm if the university at Al-Azhar Mosque is the oldest in the world?
4d0536ac,What are some easy day trip options from Cairo?
4d0536ac,Are the pyramids of Saqqara accessible from Cairo?
4d0536ac,Can I visit Memphis in a single day from Cairo?
4d0536ac,Which historic sites can I see on a day trip from Cairo?
4d0536ac,Are Saqqara and Memphis suitable for a short excursion from Cairo?
2cadaad4,What should I do if my taxi driver in Cairo is driving too fast?
2cadaad4,Is it common for taxi drivers in Cairo to drive erratically?
2cadaad4,What action can I take if I feel unsafe in a Cairo taxi?
2cadaad4,Who should I notify first if I feel unsafe in a Cairo taxi?
2cadaad4,Is it advisable to continue riding in a Cairo taxi if you feel unsafe?
bff9ff8c,What number should I dial for an ambulance in Cairo?
bff9ff8c,Is 123 the correct number to reach emergency medical services in Cairo?
bff9ff8c,Which number is used to call for an ambulance in Cairo?
bff9ff8c,"In case of a medical emergency in Cairo, what number should I call?"
bff9ff8c,"If I need an ambulance while in Cairo, which number should I dial?"
9c817808,Which two local football clubs in Cairo have had violent incidents between their supporters?
9c817808,What type of clothing should I be cautious about wearing in Cairo due to potential violent incidents?
9c817808,Are there any safety concerns related to supporting local football clubs in Cairo?
9c817808,Which sport is associated with potential violent incidents between supporters in Cairo?
9c817808,Which two groups of fans in Cairo have been known to engage in violent incidents?
a8a601ae,What city are we getting budget eating tips for?
a8a601ae,Which section of the travel guide does this information belong to?
a8a601ae,Are there specific dining options mentioned for the budget category?
a8a601ae,Does the text specify a particular subsection for budget eating?
a8a601ae,Is the budget category the only one mentioned in this text?
347d4430,What are the two types of bread commonly found in Cairo?
347d4430,How is bread typically delivered throughout the city?
347d4430,What should you always do before eating fruit in Cairo?
347d4430,Which type of tomato is particularly enjoyable to eat in the summer?
347d4430,What is noted as being superior about Egyptian fruits and vegetables compared to EU or US standards?
0db0edd2,How do you pronounce the city name 'Cairo'?
0db0edd2,Which country is Cairo the capital of?
0db0edd2,What is the approximate population of the Greater Cairo metropolitan area?
0db0edd2,Which two regions does Cairo straddle?
0db0edd2,What is Cairo's rank in terms of population among world cities?
b2eb6615,What is the height of the Cairo Tower?
b2eb6615,Which island is the Cairo Tower located on?
b2eb6615,What can be seen in the distance to the west from the Cairo Tower?
b2eb6615,What kind of view does the Cairo Tower offer of Cairo?
b2eb6615,What are the notable structures that can be seen from the Cairo Tower?
64d7b6ec,What are some popular Western fast food chains available in Cairo?
64d7b6ec,Which places in Cairo are popular among young locals for hanging out?
64d7b6ec,Are fast food restaurants in Cairo typically more expensive than other dining options?
64d7b6ec,Which fast food chains in Cairo might offer free wireless internet?
64d7b6ec,Is it common to see young Cairenes relaxing together at fast food outlets?
42c135e9,What types of accommodation are available in Cairo?
42c135e9,Where are the five-star hotels typically located in Cairo?
42c135e9,Are there budget-friendly hotels in downtown Cairo?
42c135e9,How varied is the range of accommodation options in Cairo?
42c135e9,Which part of Cairo is known for its luxurious hotels?
9ff3538c,What is the traditional gender association with 'ahwa coffee houses in Cairo?
9ff3538c,Which drink is typically served in winter in Cairo?
9ff3538c,What is the local name for hibiscus tea in Cairo?
9ff3538c,Which juice is made from sugarcane in Cairo?
9ff3538c,What is the name of the drink that is a kind of fruit salad in Cairo?
6cb16b06,What type of establishments often have the best restaurants in Cairo?
6cb16b06,Are affordable dining options available in Cairo?
6cb16b06, Is it common for restaurants in Cairo to have inflated prices if they are in guidebooks?
6cb16b06,Can you find places that serve only drinks or sheesha in Cairo?
6cb16b06,Is alcohol served in most cheaper restaurants in Cairo?
04556905,Which city's attractions are listed by district?
04556905,What is mentioned as overwhelming in Cairo?
04556905,Are the attractions in Cairo listed with transport details?
04556905,What does the text highlight about Cairo?
04556905,Is Cairo known for its practicalities in attractions listings?
1b9143d2,What kind of structures make up Cairo's cityscape?
1b9143d2,Are there modern buildings in Cairo?
1b9143d2,Can I find mosques within Cairo?
1b9143d2,Are there places to shop in Cairo?
1b9143d2,Are there ancient ruins near Cairo?
6db3f5fd,What is the local dialect term for a traditional coffee house in Cairo?
6db3f5fd,Which beverage is more popular than Turkish coffee in Cairene coffee houses?
6db3f5fd,What is the trend among younger crowds regarding traditional coffee houses?
6db3f5fd,What is the range of settings for coffee houses in Cairo?
6db3f5fd,What activity is no longer exclusively for males in Cairo's coffee houses?
6feec9a7,Who built the Citadel in Cairo?
6feec9a7,What was the purpose of the Majra Al-Oyouon?
6feec9a7,Which river did the Majra Al-Oyouon carry water from?
6feec9a7,Who is considered the founder of modern Egypt?
6feec9a7,Who was the last King of Egypt according to the text?
524e450b,How common are traffic lights in Cairo?
524e450b,Who might be managing traffic at busy intersections in downtown Cairo?
524e450b,What strategy is recommended for crossing streets in Cairo?
524e450b,To what is crossing the street in Cairo compared?
524e450b,What is a suggested tactic for tourists to cross streets in Cairo?
580bd754,Which river is Dokki situated on?
580bd754,What kind of amenities does Mohandeseen offer?
580bd754,Is Dokki in the eastern or western part of the Nile?
580bd754,Which city are the districts of Dokki and Mohandeseen part of?
580bd754,What type of accommodations are found in Mohandeseen?
7c5b1873,Where did the significant protests that led to President Mubarak's removal in 2011 take place?
7c5b1873,Which major museum is located just north of Midan Tahrir?
7c5b1873,What is the name of the square that contains Cairo's main railway station?
7c5b1873,How far east from Midan Tahrir does the Downtown area stretch?
7c5b1873,"What kind of facilities are developing around Midan Ramses, near the railway station?"
7f6b7f47,Is it safe to walk around the main streets of Cairo during politically-calm times?
7f6b7f47,Should women travelling alone in Cairo expect to encounter catcalling?
7f6b7f47,Are there many people offering help to tourists in the more popular locations of Cairo?
7f6b7f47,What should you do if you get lost in Cairo?
7f6b7f47,Is it common for security and police officers in Cairo to speak some English?
09d2cd5b,What kinds of fruits are typically used for fresh juice in Cairo's juice stalls?
09d2cd5b,How does the availability of different fruit juices vary in Cairo?
09d2cd5b,Are fruit juice stalls commonly found in tourist areas of Cairo?
09d2cd5b,What other items might be sold at Cairo's fruit juice stalls besides juice?
09d2cd5b,Do traditional coffee houses in Cairo also serve fruit juices?
f6f043a5,"Which district in Cairo is the oldest among Heliopolis, Nasr City, and New Cairo?"
f6f043a5,What is the general social class of the Eastern districts of Cairo?
f6f043a5,Are the Eastern districts of Cairo mainly residential or commercial?
f6f043a5,Which part of Cairo is the airport located in?
f6f043a5,"Who mainly resides in the areas of Heliopolis, Nasr City, and New Cairo?"
d7265341,What number should I call for the fire department in Cairo?
d7265341,Which emergency service in Cairo can be reached at 180?
d7265341,Is 180 the correct number to dial for fire emergencies in Cairo?
d7265341,What is the contact number for fire services in Cairo?
d7265341,How can I reach the fire department while in Cairo?
16608b18,What is a recommended restaurant in Cairo for vegetarians?
16608b18,Should I be careful with tap water in Cairo?
16608b18,Is it safe to eat fresh fruits and vegetables in Cairo right away?
16608b18,What should I be aware of when trying Egyptian cuisine as a vegetarian?
16608b18,Is it advisable to eat ice cream sold outside of main hotels in Cairo?
80fe1140,What are the two main varieties of sheesha typically available in Cairene coffee houses?
80fe1140,Are foreigners generally welcome in Cairo's coffee houses?
80fe1140,What kind of seating might you find in simple Cairene coffee houses?
80fe1140,Are there areas where women might feel uncomfortable visiting coffee houses in Cairo?
80fe1140,What level of hassle should women expect when visiting coffee houses in downtown Cairo or tourist areas of Islamic Cairo?
74e8b0c8,What is the general attitude towards alcohol consumption in Cairo?
74e8b0c8,Where can you typically find bars and dance clubs in Cairo?
74e8b0c8,Which area is known for its less fancy drinking places in Cairo?
74e8b0c8,Are there any nightspots in Cairo that operate 24/7?
74e8b0c8,Where are the upscale nightspots located in Cairo?
eb22a5ec,Which banks in Cairo can I visit to exchange foreign currencies for Egyptian pounds?
eb22a5ec,Is Banque Misr one of the banks where I can exchange money?
eb22a5ec,Can I exchange currency at large branches of Bureau de Change in Cairo?
eb22a5ec,Is the Arab African Bank an option for currency exchange in Cairo?
eb22a5ec,Will I find currency exchange services at the United Bank in Cairo?
e16c3187,Where is Garden City located relative to the city centre?
e16c3187,What is the Corniche el-Nil close to?
e16c3187,Is Garden City a suitable choice for staying near the centre?
e16c3187,Which area might be ideal for booking a central stay in Cairo?
e16c3187,What is a notable location near Garden City?
fd7490da,What notable landmark can be found on Gezira Island?
fd7490da,Which performing arts venue is situated on Gezira Island?
fd7490da,What type of neighborhood is Zamalek?
fd7490da,Are there places to shop on Gezira Island?
fd7490da,Can you find accommodations on Gezira Island?
a217ae8e,Which city is located west of the Nile's west bank?
a217ae8e,Which two Nile islands are part of Giza city?
a217ae8e,Which district in Giza is known for the pyramids?
a217ae8e,What is the name of the museum opening in Giza in 2023?
a217ae8e,Which two riverside districts are mentioned as part of Giza?
dc3f61c7,What is the name of the latest national museum in Giza?
dc3f61c7,Where is the Grand Egyptian Museum situated?
dc3f61c7,How far is the Grand Egyptian Museum from the Giza Pyramid Complex?
dc3f61c7,Which city is the Grand Egyptian Museum located in?
dc3f61c7,Is the Grand Egyptian Museum in the same country as the Giza Pyramid Complex?
5c718aa7,How many people lived in Greater Cairo as of 2018?
5c718aa7,What is the ranking of Greater Cairo in terms of population size within Africa?
5c718aa7,Is Greater Cairo the most populous metropolitan area in the Middle East?
5c718aa7,What is the population range of Greater Cairo - is it over 15 million?
5c718aa7,Does Greater Cairo have the largest population compared to other metropolitan areas in its region?
767b5823,What is the name of the old mosque located near Sayida Zeinab?
767b5823,When was the mosque close to Sayida Zeinab constructed?
767b5823,Which historic site in Cairo was built between 868 and 884?
767b5823,What is the significance of the Ibn Tulun mosque in Cairo's history?
767b5823,Which notable structure is situated near Sayida Zeinab in Cairo?
dea440e3,Where can I find budget-friendly meals in Cairo?
dea440e3,Which area should I visit for higher quality dining in Cairo?
dea440e3,Is downtown Cairo suitable for budget eating?
dea440e3,Should I go to Zamalek for better eating options?
dea440e3,Are there other affluent parts of Cairo known for good dining?
022e7316,Which types of establishments typically offer traditional Egyptian food in the medium to upper price range?
022e7316,Has the availability of traditional Egyptian dining experiences been changing recently?
022e7316,What are some popular chain restaurants that serve authentic Egyptian cuisine in Cairo?
022e7316,In which areas of Cairo can I find Abou El Sid restaurants?
022e7316,Where are the locations of Cairo Kitchen restaurants mentioned?
9646f183,When did Islamic Cairo become the center of historic Cairo?
9646f183,Which famous mosque is located in Islamic Cairo?
9646f183,What is the main bazaar or souq in Islamic Cairo called?
9646f183,What kind of architecture can you find in Islamic Cairo?
9646f183,What are the Turkish baths called in Islamic Cairo?
b1e9d653,What city is being referred to in this travel text?
b1e9d653,Which section of the travel guide does this information belong to?
b1e9d653,What is the price range mentioned for this activity in local currency?
b1e9d653,Is there a specific subsection mentioned for this activity?
b1e9d653,What is the currency symbol used in the text?
c48c1d31,What is the entrance fee for the mosque?
c48c1d31,How much does the new friend tip the mosque guardian?
c48c1d31,What does the new friend do with the rest of the money?
c48c1d31,Is there a specific charge to go up to the roof of the mosque?
c48c1d31,What is the term used for a tip in this context?
3d6032b0,What is a common phrase used by vendors in Cairo to attract customers?
3d6032b0,"Which city does the phrase 'Let me show you my shop, it's just on this corner' refer to?"
3d6032b0,What kind of tactic is described to draw in tourists?
3d6032b0,What is the repetitive phrase used to mislead tourists?
3d6032b0,What is the section discussing safety in Cairo called?
f1e89297,Which types of meals can I find in western-style bakeries and cafes in Cairo?
f1e89297,Can you name some popular western-style cafe chains in Cairo?
f1e89297,Is wireless internet commonly available at these western-style cafes and bakeries?
f1e89297,Are there individual outlets for western-style food aside from the popular chains?
f1e89297,Is The Marriott Bakery a good place to find pastries in Cairo?
eb40c2ed,What kind of area is Ma'adi in Cairo?
eb40c2ed,Where is Ma'adi located relative to the center of Cairo?
eb40c2ed,Who mainly lives in the Ma'adi district?
eb40c2ed,Is Ma'adi a lively or quiet area?
eb40c2ed,What type of district is Ma'adi?
bb182125,What kind of establishments in Cairo often try to deceive tourists with high-priced papyrus?
bb182125,What is the approximate local value of most papyrus products offered in these deceitful establishments?
bb182125,What is the typical commission rate for tour guides or taxi drivers who bring tourists to these papyrus traps?
bb182125,What is the common theme of the demonstration or talk given at these deceitful papyrus places?
bb182125,What is the usual discount strategy employed at these papyrus museums or galleries in Cairo?
34ba905f,What type of dining options does the 'Eat' section in Cairo cover?
34ba905f,Is the information provided for budget dining in Cairo?
34ba905f,Does this section include details about fine dining in Cairo?
34ba905f,Are there any specific restaurant recommendations mentioned for Cairo?
34ba905f,Is the 'Eat' section focused on local cuisine in Cairo?
329c2fe2,What kinds of items can I purchase in the shops near Midan Talaat Harb?
329c2fe2,Is Talaat Harb Street a good place to buy shoes?
329c2fe2,What type of stores are located around Midan Talaat Harb?
329c2fe2,Can I find bookstores on Talaat Harb Street?
329c2fe2,Are there any shops selling sweets near Midan Talaat Harb?
82420a45,What is the name of the Egyptian equivalent of McDonald's?
82420a45,Which chain offers free wireless internet along with food similar to McDonald's?
82420a45,Is Mo'men chain still operational?
82420a45,What is the name of the chain that has a similar menu and pricing to McDonald's?
82420a45,Which fast food chain in Cairo offers free Wi-Fi?
f4cb08f4,What type of food do modern cafes and patisseries typically serve in Cairo?
f4cb08f4,Are there any well-known chains among the modern cafes and pastry shops in Cairo?
f4cb08f4,Which international coffee chains can be found throughout Cairo?
f4cb08f4,Do the chain cafes and pastry shops in Cairo usually offer Wi-Fi?
f4cb08f4,Is Cilantro a place where I can get both coffee and light meals in Cairo?
5e056913,What is the name of the museum in Cairo that offers a broad look at Egyptian culture throughout history?
5e056913,Which attraction in Cairo provides an overview of Egyptian civilization through different ages?
5e056913,Can you tell me the name of the museum in Cairo where I can see a comprehensive collection about Egyptian culture?
5e056913,I want to visit a museum in Cairo that covers Egyptian history extensively; which one should I go to?
5e056913,What's the name of the Cairo museum that has a wide-ranging collection showcasing Egyptian culture over time?
56f07ba7,What type of neighborhoods are prevalent in the northern districts of Cairo?
56f07ba7,Are the northern districts of Cairo primarily high-income areas?
56f07ba7,Is the development in the northern districts of Cairo mostly planned?
56f07ba7,Which part of Cairo is characterized by a vast area of low-income neighborhoods?
56f07ba7,Are the northern districts of Cairo known for their organized urban planning?
a4a5604f,What part of Cairo is Old Cairo located in?
a4a5604f,Is Coptic Cairo a part of Old Cairo?
a4a5604f,Which historical area is considered Cairo's original core?
a4a5604f,Is Rhoda Island included in Old Cairo?
a4a5604f,What region is found south of downtown Cairo?
e933b762,Which river is Cairo located on?
e933b762,What notable marketplace should I visit for shopping in Cairo?
e933b762,Who designed the first step pyramid in the Saqqara Pyramid Complex?
e933b762,Which specific historical district in Cairo is recognized by UNESCO?
e933b762,Which museum in Cairo is renowned for its collection of Ancient Egyptian artifacts?
e9f57588,What type of cuisine do wealthy locals in Cairo prefer?
e9f57588,Can you name a popular Lebanese restaurant chain in Cairo?
e9f57588,What other Middle Eastern cuisine is available in Cairo besides Egyptian and Lebanese?
e9f57588,Which group of visitors do some restaurants in Cairo cater to besides locals?
e9f57588,Are there Turkish restaurants in Cairo?
d4f02a2c,What currency is used in Cairo?
d4f02a2c,What is the estimated cost for eating out in Cairo?
d4f02a2c,Is the cost of eating out in Cairo more than LE40?
d4f02a2c,Can I find meals within a budget of LE100 in Cairo?
d4f02a2c,Does the text provide information on specific dishes or restaurants?
6c09400b,What is the name of the attraction that offers an Egypt-in-miniature experience?
6c09400b,Is the Pharaonic Village suitable for children?
6c09400b,Where is the Pharaonic Village located?
6c09400b,How long does it take to drive to the Pharaonic Village from Downtown Cairo?
6c09400b,When was the information about the Pharaonic Village last updated?
fcaa9f38,What number should I dial to reach the police in Cairo?
fcaa9f38,Which emergency service can I contact at 122 in Cairo?
fcaa9f38,Is 122 the correct number to call for police assistance in Cairo?
fcaa9f38,What is the emergency number for law enforcement in Cairo?
fcaa9f38,How can I contact the police while in Cairo?
ad30e325,What are the famous ancient structures called that are located in Giza?
ad30e325,Are the Pyramids of Giza one of the Seven Wonders of the Ancient World?
ad30e325,Who is the most popular ancient monument in Egypt?
ad30e325,Which is the most famous tourist attraction in Egypt?
ad30e325,What is suggested to do to visit the Pyramids of Giza?
c8d40d23,What is the most common way tourists are approached for scams in Cairo?
c8d40d23,How can I avoid being scammed by people on the streets of Cairo?
c8d40d23,Are scams against tourists in Cairo typically easy to spot?
c8d40d23,What should be my initial reaction if a stranger approaches me in Cairo?
c8d40d23,What are some of the frequent scams used against tourists in Cairo?
6682cc79,What are the small bakeries in Cairo called?
6682cc79,What types of seeds are used in the bread sticks sold in Cairo's small bakeries?
6682cc79,What is a common ingredient found in many of the baked goods in these bakeries?
6682cc79,What is the standard Egyptian breakfast typically composed of?
6682cc79,What is one advantage of buying fresh goods from these bakeries in Cairo?
0fa9e2e5,Where should I consider spending more for a meal in Cairo?
0fa9e2e5,Which category of recommendations is this advice for in Cairo?
0fa9e2e5,Is this dining advice applicable to all sections of Cairo's travel guide?
0fa9e2e5,What specific aspect of my trip to Cairo does this recommendation cover?
0fa9e2e5,Should I budget more for eating out based on this suggestion for Cairo?
1d1b3ba4,What is the notable church in the Coptic Quarter?
1d1b3ba4,Which part of Cairo is the Coptic Quarter located in?
1d1b3ba4,What is the Coptic Museum located in?
1d1b3ba4,What is the Hanging Church also known as?
1d1b3ba4,Which area in Cairo is famous for the Coptic Museum and the Hanging Church?
7a9cb939,What kind of market is Khan El-Khalili in Cairo?
7a9cb939,How should I approach shopping with the merchants at Khan El-Khalili?
7a9cb939,What is a popular item to purchase at Khan El-Khalili bazaar?
7a9cb939,What should I be cautious about when shopping at Khan El-Khalili?
7a9cb939,Which part of Cairo is Khan El-Khalili located in?
5fac61b5,What are some convenient supermarkets in Cairo?
5fac61b5,Which stores in Cairo offer Western brands?
5fac61b5,Where can I find organic food in Cairo?
5fac61b5,Which chain sells Western-style bread and pastries in Cairo?
5fac61b5,What is a notable location for the Sekem Shop in Cairo?
66f89e03,Where in Cairo can I find cheap books?
66f89e03,What kind of markets are in the Midan Ataba area?
66f89e03,What should I be cautious about when visiting the Midan Ataba markets?
66f89e03,Is the Midan Ataba area known for any specific issues related to crowds?
66f89e03,What items can I find in the markets of Midan Ataba besides books?
fd87e131,What landmark is The Tahrir Table located next to?
fd87e131,Which country is the owner of The Tahrir Table from?
fd87e131,What kind of dishes are served at The Tahrir Table?
fd87e131,Which floor offers a view of Tahrir Square at The Tahrir Table?
fd87e131,Are alcoholic beverages like beer and wine available at The Tahrir Table?
85b86d3c,Should I accept a tour offer from a taxi driver in Cairo?
85b86d3c,What are some alternatives to regular taxi services in Cairo?
85b86d3c,Is Uber available in Cairo?
85b86d3c,What is Careem and is it available in Cairo?
85b86d3c,How can I avoid being scammed by taxi drivers in Cairo?
6c141b6f,Which restaurant in Maadi serves beer but not wine?
6c141b6f,What is the address of Lucille's in Maadi?
6c141b6f,Which restaurant in Mohandesseen has a stylish interior but is alcohol-free?
6c141b6f,What is the phone number of Rossini fish restaurant?
6c141b6f,Which Lebanese restaurant in Mohandesseen offers outdoor seating?
3ce592f2,What city does this eating guide cover?
3ce592f2,What is the focus of this specific section?
3ce592f2,What kind of beverage is included in the meal prices mentioned?
3ce592f2,What are the prices referring to in this section?
3ce592f2,What is the scope of the prices listed on this page?
05076fab,What century was the Midan Tahrir area in downtown Cairo built?
05076fab,Which two suburbs are mentioned as modern areas of Cairo?
05076fab,Which quiet area on Gezira Island offers upmarket shopping?
05076fab,When is the best time to visit Cairo to avoid the heat?
05076fab,What are a couple of suggested ways to escape from the bustling city of Cairo?
e1cefae3,What are some traditional Egyptian dishes I can find at street stalls?
e1cefae3,Which country is shawarma originally from?
e1cefae3,What is the price range for a shawarma sandwich in Cairo?
e1cefae3,What is a good strategy for choosing a safe place to eat in Cairo?
e1cefae3,What is a popular food chain in Cairo for trying fūl and falāfel?
ab0782b2,How is Turkish coffee typically served in Cairo?
ab0782b2,What does 'sweet' mean in the context of Turkish coffee in Cairo?
ab0782b2,What types of tea are available in traditional Cairo coffee houses?
ab0782b2,What additional ingredient can you request for your tea?
ab0782b2,How is hibiscus tea usually served depending on the time of year?
06a05e43,What is the currency mentioned in the text?
06a05e43,Is the text discussing expensive dining options?
06a05e43,Which city is being referred to in the text?
06a05e43,Does the text talk about activities other than eating?
06a05e43,Is the information related to accommodation in any way?
548bf486,What century was coffee introduced to the Arab and Islamic world?
548bf486,Which group of people traditionally avoid visiting an 'ahwa?
548bf486,What activities do Egyptian men typically engage in at a traditional coffee house?
548bf486,How many coffee houses are estimated to be in Cairo?
548bf486,Which areas in Cairo are recommended for experiencing traditional coffee houses?
866d503b,Can I find places to stay near the entrance of the pyramid area in Giza?
866d503b,Are there accommodations in Giza that offer views of the pyramids?
866d503b,Is it possible to stay directly at the entrance to the pyramids in Giza?
866d503b,Which area in Cairo offers accommodations with pyramid views?
866d503b,Are there hotels or other accommodations in Giza with a view of the pyramids?
c9e1fcee,Is it common for locals to offer help to tourists crossing the street?
c9e1fcee,What kind of assistance might be offered when crossing the street?
c9e1fcee,Should I expect to be approached by locals while trying to cross the street?
c9e1fcee,Is it typical for strangers to offer help with street crossings in Cairo?
c9e1fcee,What should I do if I need help crossing the street in Cairo?
a5e0cf5a,Where can I find high-quality crafts made by local artisans in Cairo?
a5e0cf5a,Which shop in Cairo specializes in organic cotton linens and skin care products?
a5e0cf5a,Is there a bookstore in Cairo that primarily offers English-language books?
a5e0cf5a,What kind of shopping options are available in the Zamalek area?
a5e0cf5a,Can you name a shop in Cairo with a charming second floor showroom?
a9cc48ea,What type of tourists are usually targeted by 'clip joints' in Soho?
a9cc48ea,What is the typical outcome if a victim doesn't pay the bill immediately in a 'clip joint'?
a9cc48ea,What should a traveller do if a newly met woman insists on going to a specific bar she recommends?
a9cc48ea,What kind of fee might unexpectedly appear on the bill in a 'clip joint' scam?
a9cc48ea,What kind of promises are made to lure victims into private clubs as part of this scam?
e384f7ce,What should I do if someone offers me a free 'stress test' in London?
e384f7ce,Who is likely behind the free 'stress test' offers in London?
e384f7ce,What kind of information might people try to get if they offer a 'stress test'?
e384f7ce,How can I politely decline when someone offers me a 'stress test'?
e384f7ce,What is the best course of action if I encounter someone offering a 'stress test' in London?
897795bd,Can I enter The Gherkin building as a tourist?
897795bd,Which street offers great views of The Gherkin?
897795bd,What happened to the remains of a Roman girl found at The Gherkin's site?
897795bd,What is the nearest tube station to The Gherkin?
897795bd,Why might security guards at The Gherkin ask you to stop taking photographs?
632fcd9d,What is a good alternative to staying in central London?
632fcd9d,How far is Brighton from London by train?
632fcd9d,Why is Brighton referred to as 'London by Sea'?
632fcd9d,What is one benefit of staying in Brighton instead of London?
632fcd9d,What kind of accommodations can be found in Brighton?
6143068f,Who runs the Landmark Trust?
6143068f,What type of properties does the Landmark Trust deal with?
6143068f,What is the Landmark Trust's approach to preserving old buildings?
6143068f,Which country are the Landmark Trust's properties located in?
6143068f,What is the Landmark Trust's primary function?
1157e996,Which websites are recommended for finding hotel deals in London?
1157e996,Should I check the hotel's official website for deals?
1157e996,Might I find significant cost reductions on hotels through specific websites?
1157e996,Is LondonTown.com one of the suggested sites for hotel bookings?
1157e996,Could using LateRooms help me find better hotel prices?
c9234e05,Which market in London is located on Brick Lane?
c9234e05,Is Greenwich Market one of the notable markets in London?
c9234e05,Should I visit Portobello Road if I'm interested in markets?
c9234e05,Is there a market in the Greenwich area worth visiting?
c9234e05,Which road should I go to if I want to see a famous London market?
c404045d,Which large supermarkets are uncommon in central London?
c404045d,Which smaller shops are operated by Tesco and Sainsbury's in central London?
c404045d,Is there a full-size superstore in Pimlico?
c404045d,How long does it typically take to reach a full-size superstore from central London?
c404045d,What mode of transportation is recommended to reach a full-size superstore from central London?
d0571ed6,What nickname have persuasive charity collectors in London earned?
d0571ed6,What should you avoid giving to charity collectors in London?
d0571ed6,What do legitimate charity collectors for larger organizations usually carry?
d0571ed6,How should you behave if you don't want to donate to charity collectors in London?
d0571ed6,What are some fake charity collectors in London known as?
deced468,What is the minimum duration for which serviced apartments can be booked in London?
deced468,What is the range of prices for serviced apartments in London?
deced468,Do serviced apartments in London offer cleaning services?
deced468,Are there desk services available in London's serviced apartments?
deced468,What kind of lodging do serviced apartments in London combine?
d5828b53,What type of cuisine is London particularly known for?
d5828b53,Which chain is recommended for high-end dim sum in London?
d5828b53,Is it possible to find a variety of international cuisines in London?
d5828b53,What specific Chinese cuisine is highlighted as excellent in London?
d5828b53,Are there many notable Indian restaurants across London districts?
3f725b57,How many museums are there in London?
3f725b57,Are there many lesser-known museums in London?
3f725b57,What is the approximate number of museums listed by the British Government in London?
3f725b57,Do the museums in London cover a wide range of topics?
3f725b57,Are there any notable examples of minor museums in London?
0ea542e2,What happens to lost bank cards on London's transport services?
0ea542e2,Which types of cards are destroyed if found on London's transport?
0ea542e2,What should I do if I lose my debit card on London's transport?
0ea542e2,Who should I contact if I lose my credit card on a transport service in London?
0ea542e2,Is it safe to leave my bank card on London's transport services?
be8e76e0,Which London borough is Battersea Park located in?
be8e76e0,What notable structure can be found within Battersea Park?
be8e76e0,Which side of the Thames is Battersea Park on?
be8e76e0,What type of public space is Battersea Park?
be8e76e0,What is the cultural style of the notable structure in Battersea Park?
ebdd8cac,Which area in London is known for Chinese restaurants?
ebdd8cac,What is a famous dish at Four Seasons in Bayswater?
ebdd8cac,Which tube stations are close to Bayswater for Chinese cuisine?
ebdd8cac,What type of cuisine is Bayswater known for?
ebdd8cac,Is there a well-known restaurant for roast duck in Bayswater?
